id;requirement_id;standard;edition;clause;chapter;priority;lens;topic;process_tags;question_en;question_cs;question_de
31000-6-risk-scope-context-and-crite-supplier-1;31000-6-risk-scope-context-and-crite;ISO 31000;ISO 31000:2018;6;6;high;supplier;risk_process;audit_improvement | context | leadership | risk;How does the supplier control risk scope, context and criteria for the supplied product, process or service?;Jak dodavatel řídí téma „Rozsah, kontext a kritéria rizik“ pro dodávaný produkt, proces nebo službu?;Wie steuert der Lieferant „Risikoumfang, Kontext und Kriterien“ für das gelieferte Produkt, den Prozess oder die Dienstleistung?
31000-6-risk-scope-context-and-crite-supplier-2;31000-6-risk-scope-context-and-crite;ISO 31000;ISO 31000:2018;6;6;high;supplier;risk_process;audit_improvement | context | leadership | risk;Show a recent supplied-part or service sample, including controls, records and any deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
31000-6-risk-scope-context-and-crite-supplier-3;31000-6-risk-scope-context-and-crite;ISO 31000;ISO 31000:2018;6;6;high;supplier;risk_process;audit_improvement | context | leadership | risk;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
31000-6-risk-identification-internal-1;31000-6-risk-identification;ISO 31000;ISO 31000:2018;6;6;high;internal;risk_process;audit_improvement | leadership | logistics | risk;How is risk identification implemented in the selected process, and who is accountable for its effectiveness?;Jak je téma „Identifikace rizik“ zavedeno ve vybraném procesu a kdo odpovídá za jeho účinnost?;Wie ist „Risikoidentifikation“ im ausgewählten Prozess umgesetzt und wer ist für die Wirksamkeit verantwortlich?
31000-6-risk-identification-internal-2;31000-6-risk-identification;ISO 31000;ISO 31000:2018;6;6;high;internal;risk_process;audit_improvement | leadership | logistics | risk;Show a recent sample and trace the requirement through implementation, monitoring and follow-up.;Ukažte aktuální vzorek a sledujte požadavek přes zavedení, monitorování a následná opatření.;Eine aktuelle Stichprobe zeigen und die Anforderung durch Umsetzung, Überwachung und Folgemaßnahmen verfolgen.
31000-6-risk-identification-internal-3;31000-6-risk-identification;ISO 31000;ISO 31000:2018;6;6;high;internal;risk_process;audit_improvement | leadership | logistics | risk;Which process risks or recurring deviations indicate that the control should be strengthened?;Která procesní rizika nebo opakující se odchylky ukazují, že je třeba řízení posílit?;Welche Prozessrisiken oder wiederkehrenden Abweichungen zeigen Verstärkungsbedarf?
31000-6-risk-identification-customer-1;31000-6-risk-identification;ISO 31000;ISO 31000:2018;6;6;high;customer;risk_process;audit_improvement | leadership | logistics | risk;How does risk identification protect customer requirements, product conformity, delivery or trust?;Jak téma „Identifikace rizik“ chrání požadavky zákazníka, shodu produktu, dodávku nebo důvěru?;Wie schützt „Risikoidentifikation“ Kundenanforderungen, Produktkonformität, Lieferung oder Vertrauen?
31000-6-risk-identification-customer-2;31000-6-risk-identification;ISO 31000;ISO 31000:2018;6;6;high;customer;risk_process;audit_improvement | leadership | logistics | risk;Show one recent customer or project sample and trace it to objective evidence and escalation.;Ukažte jeden aktuální zákaznický nebo projektový vzorek a sledujte jej k objektivním důkazům a eskalaci.;Eine aktuelle Kunden- oder Projektstichprobe bis zu objektiven Nachweisen und Eskalation verfolgen.
31000-6-risk-identification-customer-3;31000-6-risk-identification;ISO 31000;ISO 31000:2018;6;6;high;customer;risk_process;audit_improvement | leadership | logistics | risk;How are customer-specific expectations, changes and exceptions communicated and controlled?;Jak jsou komunikována a řízena zákaznická specifická očekávání, změny a výjimky?;Wie werden kundenspezifische Erwartungen, Änderungen und Ausnahmen kommuniziert und gesteuert?
31000-6-risk-identification-certification-1;31000-6-risk-identification;ISO 31000;ISO 31000:2018;6;6;high;certification;risk_process;audit_improvement | leadership | logistics | risk;Demonstrate the systematic implementation and effectiveness of risk identification across the applicable scope.;Prokažte systematické zavedení a účinnost tématu „Identifikace rizik“ v použitelném rozsahu.;Die systematische Umsetzung und Wirksamkeit von „Risikoidentifikation“ im zutreffenden Geltungsbereich nachweisen.
31000-6-risk-identification-certification-2;31000-6-risk-identification;ISO 31000;ISO 31000:2018;6;6;high;certification;risk_process;audit_improvement | leadership | logistics | risk;Which objective evidence confirms conformity, including relevant sites, shifts and outsourced processes?;Které objektivní důkazy potvrzují shodu včetně relevantních lokalit, směn a externích procesů?;Welche objektiven Nachweise bestätigen Konformität einschließlich relevanter Standorte, Schichten und ausgelagerter Prozesse?
31000-6-risk-identification-certification-3;31000-6-risk-identification;ISO 31000;ISO 31000:2018;6;6;high;certification;risk_process;audit_improvement | leadership | logistics | risk;How are weaknesses corrected, causes addressed and effectiveness verified?;Jak jsou slabá místa napravena, řešeny příčiny a ověřena účinnost?;Wie werden Schwachstellen korrigiert, Ursachen behandelt und Wirksamkeit verifiziert?
31000-6-risk-identification-supplier-1;31000-6-risk-identification;ISO 31000;ISO 31000:2018;6;6;high;supplier;risk_process;audit_improvement | leadership | logistics | risk;How does the supplier control risk identification for the supplied product, process or service?;Jak dodavatel řídí téma „Identifikace rizik“ pro dodávaný produkt, proces nebo službu?;Wie steuert der Lieferant „Risikoidentifikation“ für das gelieferte Produkt, den Prozess oder die Dienstleistung?
31000-6-risk-identification-supplier-2;31000-6-risk-identification;ISO 31000;ISO 31000:2018;6;6;high;supplier;risk_process;audit_improvement | leadership | logistics | risk;Show a recent supplied-part or service sample, including controls, records and any deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
31000-6-risk-identification-supplier-3;31000-6-risk-identification;ISO 31000;ISO 31000:2018;6;6;high;supplier;risk_process;audit_improvement | leadership | logistics | risk;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
31000-6-risk-analysis-internal-1;31000-6-risk-analysis;ISO 31000;ISO 31000:2018;6;6;high;internal;risk_process;audit_improvement | leadership | risk;How is risk analysis implemented in the selected process, and who is accountable for its effectiveness?;Jak je téma „Analýza rizik“ zavedeno ve vybraném procesu a kdo odpovídá za jeho účinnost?;Wie ist „Risikoanalyse“ im ausgewählten Prozess umgesetzt und wer ist für die Wirksamkeit verantwortlich?
31000-6-risk-analysis-internal-2;31000-6-risk-analysis;ISO 31000;ISO 31000:2018;6;6;high;internal;risk_process;audit_improvement | leadership | risk;Show a recent sample and trace the requirement through implementation, monitoring and follow-up.;Ukažte aktuální vzorek a sledujte požadavek přes zavedení, monitorování a následná opatření.;Eine aktuelle Stichprobe zeigen und die Anforderung durch Umsetzung, Überwachung und Folgemaßnahmen verfolgen.
31000-6-risk-analysis-internal-3;31000-6-risk-analysis;ISO 31000;ISO 31000:2018;6;6;high;internal;risk_process;audit_improvement | leadership | risk;Which process risks or recurring deviations indicate that the control should be strengthened?;Která procesní rizika nebo opakující se odchylky ukazují, že je třeba řízení posílit?;Welche Prozessrisiken oder wiederkehrenden Abweichungen zeigen Verstärkungsbedarf?
31000-6-risk-analysis-customer-1;31000-6-risk-analysis;ISO 31000;ISO 31000:2018;6;6;high;customer;risk_process;audit_improvement | leadership | risk;How does risk analysis protect customer requirements, product conformity, delivery or trust?;Jak téma „Analýza rizik“ chrání požadavky zákazníka, shodu produktu, dodávku nebo důvěru?;Wie schützt „Risikoanalyse“ Kundenanforderungen, Produktkonformität, Lieferung oder Vertrauen?
31000-6-risk-analysis-customer-2;31000-6-risk-analysis;ISO 31000;ISO 31000:2018;6;6;high;customer;risk_process;audit_improvement | leadership | risk;Show one recent customer or project sample and trace it to objective evidence and escalation.;Ukažte jeden aktuální zákaznický nebo projektový vzorek a sledujte jej k objektivním důkazům a eskalaci.;Eine aktuelle Kunden- oder Projektstichprobe bis zu objektiven Nachweisen und Eskalation verfolgen.
31000-6-risk-analysis-customer-3;31000-6-risk-analysis;ISO 31000;ISO 31000:2018;6;6;high;customer;risk_process;audit_improvement | leadership | risk;How are customer-specific expectations, changes and exceptions communicated and controlled?;Jak jsou komunikována a řízena zákaznická specifická očekávání, změny a výjimky?;Wie werden kundenspezifische Erwartungen, Änderungen und Ausnahmen kommuniziert und gesteuert?
31000-6-risk-analysis-certification-1;31000-6-risk-analysis;ISO 31000;ISO 31000:2018;6;6;high;certification;risk_process;audit_improvement | leadership | risk;Demonstrate the systematic implementation and effectiveness of risk analysis across the applicable scope.;Prokažte systematické zavedení a účinnost tématu „Analýza rizik“ v použitelném rozsahu.;Die systematische Umsetzung und Wirksamkeit von „Risikoanalyse“ im zutreffenden Geltungsbereich nachweisen.
31000-6-risk-analysis-certification-2;31000-6-risk-analysis;ISO 31000;ISO 31000:2018;6;6;high;certification;risk_process;audit_improvement | leadership | risk;Which objective evidence confirms conformity, including relevant sites, shifts and outsourced processes?;Které objektivní důkazy potvrzují shodu včetně relevantních lokalit, směn a externích procesů?;Welche objektiven Nachweise bestätigen Konformität einschließlich relevanter Standorte, Schichten und ausgelagerter Prozesse?
31000-6-risk-analysis-certification-3;31000-6-risk-analysis;ISO 31000;ISO 31000:2018;6;6;high;certification;risk_process;audit_improvement | leadership | risk;How are weaknesses corrected, causes addressed and effectiveness verified?;Jak jsou slabá místa napravena, řešeny příčiny a ověřena účinnost?;Wie werden Schwachstellen korrigiert, Ursachen behandelt und Wirksamkeit verifiziert?
31000-6-risk-analysis-supplier-1;31000-6-risk-analysis;ISO 31000;ISO 31000:2018;6;6;high;supplier;risk_process;audit_improvement | leadership | risk;How does the supplier control risk analysis for the supplied product, process or service?;Jak dodavatel řídí téma „Analýza rizik“ pro dodávaný produkt, proces nebo službu?;Wie steuert der Lieferant „Risikoanalyse“ für das gelieferte Produkt, den Prozess oder die Dienstleistung?
31000-6-risk-analysis-supplier-2;31000-6-risk-analysis;ISO 31000;ISO 31000:2018;6;6;high;supplier;risk_process;audit_improvement | leadership | risk;Show a recent supplied-part or service sample, including controls, records and any deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
31000-6-risk-analysis-supplier-3;31000-6-risk-analysis;ISO 31000;ISO 31000:2018;6;6;high;supplier;risk_process;audit_improvement | leadership | risk;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
31000-6-risk-evaluation-and-prioriti-internal-1;31000-6-risk-evaluation-and-prioriti;ISO 31000;ISO 31000:2018;6;6;high;internal;risk_process;audit_improvement | leadership | objectives | risk;How is risk evaluation and prioritization implemented in the selected process, and who is accountable for its effectiveness?;Jak je téma „Hodnocení a prioritizace rizik“ zavedeno ve vybraném procesu a kdo odpovídá za jeho účinnost?;Wie ist „Risikobewertung und Priorisierung“ im ausgewählten Prozess umgesetzt und wer ist für die Wirksamkeit verantwortlich?
31000-6-risk-evaluation-and-prioriti-internal-2;31000-6-risk-evaluation-and-prioriti;ISO 31000;ISO 31000:2018;6;6;high;internal;risk_process;audit_improvement | leadership | objectives | risk;Show a recent sample and trace the requirement through implementation, monitoring and follow-up.;Ukažte aktuální vzorek a sledujte požadavek přes zavedení, monitorování a následná opatření.;Eine aktuelle Stichprobe zeigen und die Anforderung durch Umsetzung, Überwachung und Folgemaßnahmen verfolgen.
31000-6-risk-evaluation-and-prioriti-internal-3;31000-6-risk-evaluation-and-prioriti;ISO 31000;ISO 31000:2018;6;6;high;internal;risk_process;audit_improvement | leadership | objectives | risk;Which process risks or recurring deviations indicate that the control should be strengthened?;Která procesní rizika nebo opakující se odchylky ukazují, že je třeba řízení posílit?;Welche Prozessrisiken oder wiederkehrenden Abweichungen zeigen Verstärkungsbedarf?
31000-6-risk-evaluation-and-prioriti-customer-1;31000-6-risk-evaluation-and-prioriti;ISO 31000;ISO 31000:2018;6;6;high;customer;risk_process;audit_improvement | leadership | objectives | risk;How does risk evaluation and prioritization protect customer requirements, product conformity, delivery or trust?;Jak téma „Hodnocení a prioritizace rizik“ chrání požadavky zákazníka, shodu produktu, dodávku nebo důvěru?;Wie schützt „Risikobewertung und Priorisierung“ Kundenanforderungen, Produktkonformität, Lieferung oder Vertrauen?
31000-6-risk-evaluation-and-prioriti-customer-2;31000-6-risk-evaluation-and-prioriti;ISO 31000;ISO 31000:2018;6;6;high;customer;risk_process;audit_improvement | leadership | objectives | risk;Show one recent customer or project sample and trace it to objective evidence and escalation.;Ukažte jeden aktuální zákaznický nebo projektový vzorek a sledujte jej k objektivním důkazům a eskalaci.;Eine aktuelle Kunden- oder Projektstichprobe bis zu objektiven Nachweisen und Eskalation verfolgen.
31000-6-risk-evaluation-and-prioriti-customer-3;31000-6-risk-evaluation-and-prioriti;ISO 31000;ISO 31000:2018;6;6;high;customer;risk_process;audit_improvement | leadership | objectives | risk;How are customer-specific expectations, changes and exceptions communicated and controlled?;Jak jsou komunikována a řízena zákaznická specifická očekávání, změny a výjimky?;Wie werden kundenspezifische Erwartungen, Änderungen und Ausnahmen kommuniziert und gesteuert?
31000-6-risk-evaluation-and-prioriti-certification-1;31000-6-risk-evaluation-and-prioriti;ISO 31000;ISO 31000:2018;6;6;high;certification;risk_process;audit_improvement | leadership | objectives | risk;Demonstrate the systematic implementation and effectiveness of risk evaluation and prioritization across the applicable scope.;Prokažte systematické zavedení a účinnost tématu „Hodnocení a prioritizace rizik“ v použitelném rozsahu.;Die systematische Umsetzung und Wirksamkeit von „Risikobewertung und Priorisierung“ im zutreffenden Geltungsbereich nachweisen.
31000-6-risk-evaluation-and-prioriti-certification-2;31000-6-risk-evaluation-and-prioriti;ISO 31000;ISO 31000:2018;6;6;high;certification;risk_process;audit_improvement | leadership | objectives | risk;Which objective evidence confirms conformity, including relevant sites, shifts and outsourced processes?;Které objektivní důkazy potvrzují shodu včetně relevantních lokalit, směn a externích procesů?;Welche objektiven Nachweise bestätigen Konformität einschließlich relevanter Standorte, Schichten und ausgelagerter Prozesse?
31000-6-risk-evaluation-and-prioriti-certification-3;31000-6-risk-evaluation-and-prioriti;ISO 31000;ISO 31000:2018;6;6;high;certification;risk_process;audit_improvement | leadership | objectives | risk;How are weaknesses corrected, causes addressed and effectiveness verified?;Jak jsou slabá místa napravena, řešeny příčiny a ověřena účinnost?;Wie werden Schwachstellen korrigiert, Ursachen behandelt und Wirksamkeit verifiziert?
31000-6-risk-evaluation-and-prioriti-supplier-1;31000-6-risk-evaluation-and-prioriti;ISO 31000;ISO 31000:2018;6;6;high;supplier;risk_process;audit_improvement | leadership | objectives | risk;How does the supplier control risk evaluation and prioritization for the supplied product, process or service?;Jak dodavatel řídí téma „Hodnocení a prioritizace rizik“ pro dodávaný produkt, proces nebo službu?;Wie steuert der Lieferant „Risikobewertung und Priorisierung“ für das gelieferte Produkt, den Prozess oder die Dienstleistung?
31000-6-risk-evaluation-and-prioriti-supplier-2;31000-6-risk-evaluation-and-prioriti;ISO 31000;ISO 31000:2018;6;6;high;supplier;risk_process;audit_improvement | leadership | objectives | risk;Show a recent supplied-part or service sample, including controls, records and any deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
31000-6-risk-evaluation-and-prioriti-supplier-3;31000-6-risk-evaluation-and-prioriti;ISO 31000;ISO 31000:2018;6;6;high;supplier;risk_process;audit_improvement | leadership | objectives | risk;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
31000-6-selection-of-risk-treatment--internal-1;31000-6-selection-of-risk-treatment-;ISO 31000;ISO 31000:2018;6;6;high;internal;risk_process;audit_improvement | leadership | planning | risk;How is selection of risk-treatment options implemented in the selected process, and who is accountable for its effectiveness?;Jak je téma „Výběr možností ošetření rizik“ zavedeno ve vybraném procesu a kdo odpovídá za jeho účinnost?;Wie ist „Auswahl von Risikobehandlungsoptionen“ im ausgewählten Prozess umgesetzt und wer ist für die Wirksamkeit verantwortlich?
31000-6-selection-of-risk-treatment--internal-2;31000-6-selection-of-risk-treatment-;ISO 31000;ISO 31000:2018;6;6;high;internal;risk_process;audit_improvement | leadership | planning | risk;Show a recent sample and trace the requirement through implementation, monitoring and follow-up.;Ukažte aktuální vzorek a sledujte požadavek přes zavedení, monitorování a následná opatření.;Eine aktuelle Stichprobe zeigen und die Anforderung durch Umsetzung, Überwachung und Folgemaßnahmen verfolgen.
31000-6-selection-of-risk-treatment--internal-3;31000-6-selection-of-risk-treatment-;ISO 31000;ISO 31000:2018;6;6;high;internal;risk_process;audit_improvement | leadership | planning | risk;Which process risks or recurring deviations indicate that the control should be strengthened?;Která procesní rizika nebo opakující se odchylky ukazují, že je třeba řízení posílit?;Welche Prozessrisiken oder wiederkehrenden Abweichungen zeigen Verstärkungsbedarf?
31000-6-selection-of-risk-treatment--customer-1;31000-6-selection-of-risk-treatment-;ISO 31000;ISO 31000:2018;6;6;high;customer;risk_process;audit_improvement | leadership | planning | risk;How does selection of risk-treatment options protect customer requirements, product conformity, delivery or trust?;Jak téma „Výběr možností ošetření rizik“ chrání požadavky zákazníka, shodu produktu, dodávku nebo důvěru?;Wie schützt „Auswahl von Risikobehandlungsoptionen“ Kundenanforderungen, Produktkonformität, Lieferung oder Vertrauen?
31000-6-selection-of-risk-treatment--customer-2;31000-6-selection-of-risk-treatment-;ISO 31000;ISO 31000:2018;6;6;high;customer;risk_process;audit_improvement | leadership | planning | risk;Show one recent customer or project sample and trace it to objective evidence and escalation.;Ukažte jeden aktuální zákaznický nebo projektový vzorek a sledujte jej k objektivním důkazům a eskalaci.;Eine aktuelle Kunden- oder Projektstichprobe bis zu objektiven Nachweisen und Eskalation verfolgen.
31000-6-selection-of-risk-treatment--customer-3;31000-6-selection-of-risk-treatment-;ISO 31000;ISO 31000:2018;6;6;high;customer;risk_process;audit_improvement | leadership | planning | risk;How are customer-specific expectations, changes and exceptions communicated and controlled?;Jak jsou komunikována a řízena zákaznická specifická očekávání, změny a výjimky?;Wie werden kundenspezifische Erwartungen, Änderungen und Ausnahmen kommuniziert und gesteuert?
31000-6-selection-of-risk-treatment--certification-1;31000-6-selection-of-risk-treatment-;ISO 31000;ISO 31000:2018;6;6;high;certification;risk_process;audit_improvement | leadership | planning | risk;Demonstrate the systematic implementation and effectiveness of selection of risk-treatment options across the applicable scope.;Prokažte systematické zavedení a účinnost tématu „Výběr možností ošetření rizik“ v použitelném rozsahu.;Die systematische Umsetzung und Wirksamkeit von „Auswahl von Risikobehandlungsoptionen“ im zutreffenden Geltungsbereich nachweisen.
31000-6-selection-of-risk-treatment--certification-2;31000-6-selection-of-risk-treatment-;ISO 31000;ISO 31000:2018;6;6;high;certification;risk_process;audit_improvement | leadership | planning | risk;Which objective evidence confirms conformity, including relevant sites, shifts and outsourced processes?;Které objektivní důkazy potvrzují shodu včetně relevantních lokalit, směn a externích procesů?;Welche objektiven Nachweise bestätigen Konformität einschließlich relevanter Standorte, Schichten und ausgelagerter Prozesse?
31000-6-selection-of-risk-treatment--certification-3;31000-6-selection-of-risk-treatment-;ISO 31000;ISO 31000:2018;6;6;high;certification;risk_process;audit_improvement | leadership | planning | risk;How are weaknesses corrected, causes addressed and effectiveness verified?;Jak jsou slabá místa napravena, řešeny příčiny a ověřena účinnost?;Wie werden Schwachstellen korrigiert, Ursachen behandelt und Wirksamkeit verifiziert?
31000-6-selection-of-risk-treatment--supplier-1;31000-6-selection-of-risk-treatment-;ISO 31000;ISO 31000:2018;6;6;high;supplier;risk_process;audit_improvement | leadership | planning | risk;How does the supplier control selection of risk-treatment options for the supplied product, process or service?;Jak dodavatel řídí téma „Výběr možností ošetření rizik“ pro dodávaný produkt, proces nebo službu?;Wie steuert der Lieferant „Auswahl von Risikobehandlungsoptionen“ für das gelieferte Produkt, den Prozess oder die Dienstleistung?
31000-6-selection-of-risk-treatment--supplier-2;31000-6-selection-of-risk-treatment-;ISO 31000;ISO 31000:2018;6;6;high;supplier;risk_process;audit_improvement | leadership | planning | risk;Show a recent supplied-part or service sample, including controls, records and any deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
31000-6-selection-of-risk-treatment--supplier-3;31000-6-selection-of-risk-treatment-;ISO 31000;ISO 31000:2018;6;6;high;supplier;risk_process;audit_improvement | leadership | planning | risk;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
31000-6-risk-treatment-plans-and-res-internal-1;31000-6-risk-treatment-plans-and-res;ISO 31000;ISO 31000:2018;6;6;high;internal;risk_process;audit_improvement | leadership | planning | risk;How is risk-treatment plans and residual risk implemented in the selected process, and who is accountable for its effectiveness?;Jak je téma „Plány ošetření a zbytkové riziko“ zavedeno ve vybraném procesu a kdo odpovídá za jeho účinnost?;Wie ist „Risikobehandlungspläne und Restrisiko“ im ausgewählten Prozess umgesetzt und wer ist für die Wirksamkeit verantwortlich?
31000-6-risk-treatment-plans-and-res-internal-2;31000-6-risk-treatment-plans-and-res;ISO 31000;ISO 31000:2018;6;6;high;internal;risk_process;audit_improvement | leadership | planning | risk;Show a recent sample and trace the requirement through implementation, monitoring and follow-up.;Ukažte aktuální vzorek a sledujte požadavek přes zavedení, monitorování a následná opatření.;Eine aktuelle Stichprobe zeigen und die Anforderung durch Umsetzung, Überwachung und Folgemaßnahmen verfolgen.
31000-6-risk-treatment-plans-and-res-internal-3;31000-6-risk-treatment-plans-and-res;ISO 31000;ISO 31000:2018;6;6;high;internal;risk_process;audit_improvement | leadership | planning | risk;Which process risks or recurring deviations indicate that the control should be strengthened?;Která procesní rizika nebo opakující se odchylky ukazují, že je třeba řízení posílit?;Welche Prozessrisiken oder wiederkehrenden Abweichungen zeigen Verstärkungsbedarf?
31000-6-risk-treatment-plans-and-res-customer-1;31000-6-risk-treatment-plans-and-res;ISO 31000;ISO 31000:2018;6;6;high;customer;risk_process;audit_improvement | leadership | planning | risk;How does risk-treatment plans and residual risk protect customer requirements, product conformity, delivery or trust?;Jak téma „Plány ošetření a zbytkové riziko“ chrání požadavky zákazníka, shodu produktu, dodávku nebo důvěru?;Wie schützt „Risikobehandlungspläne und Restrisiko“ Kundenanforderungen, Produktkonformität, Lieferung oder Vertrauen?
31000-6-risk-treatment-plans-and-res-customer-2;31000-6-risk-treatment-plans-and-res;ISO 31000;ISO 31000:2018;6;6;high;customer;risk_process;audit_improvement | leadership | planning | risk;Show one recent customer or project sample and trace it to objective evidence and escalation.;Ukažte jeden aktuální zákaznický nebo projektový vzorek a sledujte jej k objektivním důkazům a eskalaci.;Eine aktuelle Kunden- oder Projektstichprobe bis zu objektiven Nachweisen und Eskalation verfolgen.
31000-6-risk-treatment-plans-and-res-customer-3;31000-6-risk-treatment-plans-and-res;ISO 31000;ISO 31000:2018;6;6;high;customer;risk_process;audit_improvement | leadership | planning | risk;How are customer-specific expectations, changes and exceptions communicated and controlled?;Jak jsou komunikována a řízena zákaznická specifická očekávání, změny a výjimky?;Wie werden kundenspezifische Erwartungen, Änderungen und Ausnahmen kommuniziert und gesteuert?
31000-6-risk-treatment-plans-and-res-certification-1;31000-6-risk-treatment-plans-and-res;ISO 31000;ISO 31000:2018;6;6;high;certification;risk_process;audit_improvement | leadership | planning | risk;Demonstrate the systematic implementation and effectiveness of risk-treatment plans and residual risk across the applicable scope.;Prokažte systematické zavedení a účinnost tématu „Plány ošetření a zbytkové riziko“ v použitelném rozsahu.;Die systematische Umsetzung und Wirksamkeit von „Risikobehandlungspläne und Restrisiko“ im zutreffenden Geltungsbereich nachweisen.
31000-6-risk-treatment-plans-and-res-certification-2;31000-6-risk-treatment-plans-and-res;ISO 31000;ISO 31000:2018;6;6;high;certification;risk_process;audit_improvement | leadership | planning | risk;Which objective evidence confirms conformity, including relevant sites, shifts and outsourced processes?;Které objektivní důkazy potvrzují shodu včetně relevantních lokalit, směn a externích procesů?;Welche objektiven Nachweise bestätigen Konformität einschließlich relevanter Standorte, Schichten und ausgelagerter Prozesse?
31000-6-risk-treatment-plans-and-res-certification-3;31000-6-risk-treatment-plans-and-res;ISO 31000;ISO 31000:2018;6;6;high;certification;risk_process;audit_improvement | leadership | planning | risk;How are weaknesses corrected, causes addressed and effectiveness verified?;Jak jsou slabá místa napravena, řešeny příčiny a ověřena účinnost?;Wie werden Schwachstellen korrigiert, Ursachen behandelt und Wirksamkeit verifiziert?
31000-6-risk-treatment-plans-and-res-supplier-1;31000-6-risk-treatment-plans-and-res;ISO 31000;ISO 31000:2018;6;6;high;supplier;risk_process;audit_improvement | leadership | planning | risk;How does the supplier control risk-treatment plans and residual risk for the supplied product, process or service?;Jak dodavatel řídí téma „Plány ošetření a zbytkové riziko“ pro dodávaný produkt, proces nebo službu?;Wie steuert der Lieferant „Risikobehandlungspläne und Restrisiko“ für das gelieferte Produkt, den Prozess oder die Dienstleistung?
31000-6-risk-treatment-plans-and-res-supplier-2;31000-6-risk-treatment-plans-and-res;ISO 31000;ISO 31000:2018;6;6;high;supplier;risk_process;audit_improvement | leadership | planning | risk;Show a recent supplied-part or service sample, including controls, records and any deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
31000-6-risk-treatment-plans-and-res-supplier-3;31000-6-risk-treatment-plans-and-res;ISO 31000;ISO 31000:2018;6;6;high;supplier;risk_process;audit_improvement | leadership | planning | risk;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
31000-6-monitoring-and-review-of-ris-internal-1;31000-6-monitoring-and-review-of-ris;ISO 31000;ISO 31000:2018;6;6;high;internal;risk_process;audit_improvement | leadership | monitoring | quality_lab | risk;How is monitoring and review of risks and controls implemented in the selected process, and who is accountable for its effectiveness?;Jak je téma „Monitorování a přezkum rizik a opatření“ zavedeno ve vybraném procesu a kdo odpovídá za jeho účinnost?;Wie ist „Überwachung und Review von Risiken und Kontrollen“ im ausgewählten Prozess umgesetzt und wer ist für die Wirksamkeit verantwortlich?
31000-6-monitoring-and-review-of-ris-internal-2;31000-6-monitoring-and-review-of-ris;ISO 31000;ISO 31000:2018;6;6;high;internal;risk_process;audit_improvement | leadership | monitoring | quality_lab | risk;Show a recent sample and trace the requirement through implementation, monitoring and follow-up.;Ukažte aktuální vzorek a sledujte požadavek přes zavedení, monitorování a následná opatření.;Eine aktuelle Stichprobe zeigen und die Anforderung durch Umsetzung, Überwachung und Folgemaßnahmen verfolgen.
